dataset_order,dataset_key,dataset_family,dataset_condition,expected_matched_frames,label,candidate_key,role,enc_level,channels,channel_count,source_fr1_lightswitch_ate_mean_cm,status,reason,dataset_rank,coverage_ratio,trajectory_poses,associated_poses,elapsed_seconds,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,se3_ate_max_cm,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,rotation_ape_rmse_deg,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,h_cond_max,crazy_affine_count
1,fr1_desk_clean,fr1_desk,clean,573,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,10,0.9965095986038395,571,571,53.492550293012755,14.684800000000001,16.8411,1.057,17.937197807471456,16.445013598874844,39.143750892200586,0.9088230514976592,6.440628610098724,0.7513242708739161,10.435430097645398,9.593726390429502,106.032356,137.1859435,0,0.907,129500.0,18
1,fr1_desk_clean,fr1_desk,clean,573,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,12,0.9965095986038395,571,571,52.44706974498695,15.4285,17.1022,1.1414,17.67434198669241,16.600132659303092,30.87874344412822,0.9998062712439814,10.190542409256986,0.7190268379583997,10.0614273438467,11.946941220843875,52.40873,96.6088295,0,0.895,16340.0,16
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,PASS,Completed the full matched RGB-D sequence,13,0.9965095986038395,571,571,47.76385458000004,24.5318,25.9748,2.5176,25.402057856763623,23.936299467127164,52.114468580323106,2.0588312322894597,36.45281209074455,1.187772320985678,15.567437175213298,18.131100036411837,1.317529,5602.675536999999,0,0.77,1816000000.0,83
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,45.49359908999759,10.3332,11.1478,1.1982,13.12969440216982,12.546995647960651,20.250668333412033,0.9344622074058194,6.993463256367971,0.5639297752977641,3.0580824603714927,10.951232563323357,2.730416,1000.458252,0,0.87,463600.0,9
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,2,0.9965095986038395,571,571,45.45569949600031,6.0004,6.5652,1.4869999999999999,9.326600329356742,8.797280937982409,16.408201537241354,1.1031877772606706,10.688265635997746,0.7579433269246888,8.313029796965509,7.117200215105091,4.615495,58.715185000000005,0,0.897,51830.0,13
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,3,0.9965095986038395,571,571,44.66265415798989,6.3905,7.015200000000001,1.2390999999999999,10.636148827016562,10.188279763300436,17.277895528822057,0.9070570205201953,5.208213475638593,0.6380440860856054,6.231450056606628,7.589203132108019,6.006932,42.8152695,0,0.899,40380.0,13
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,1,0.9965095986038395,571,571,45.15809467501822,5.9208,6.4001,1.0943,10.134148428395612,9.695135802809892,17.535767364389944,0.858763379785899,3.782081096333694,0.5797250638508179,6.255272716841811,7.084381841076872,9.070444,56.796276,0,0.899,70150.0,10
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,9,0.9965095986038395,571,571,45.68669560100534,12.9502,14.068900000000001,1.327,15.760437012825642,14.636600079361273,30.480151473840255,1.0483385939912337,9.068865101155739,0.7041357760222134,8.589208222744716,7.97759816269143,36.345081,235.6076505,0,0.896,11730.0,0
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,10,0.9965095986038395,571,571,45.22038777000853,13.7216,14.8016,1.5924,17.24161497749357,16.36645031399549,25.952156467787983,1.2804071358934113,19.1451528591902,0.6163218387775907,6.546514969535741,11.166731093105042,9.992242,175.80830400000002,0,0.897,6029.0,0
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,7,0.9965095986038395,571,571,48.40226617400185,8.0837,8.919599999999999,1.3788,11.997500599371913,11.229060205595067,21.632801545656097,1.0659976685302432,7.770533343540976,0.7701438743608986,8.549508662202625,9.48010132651611,3.259017,316.855194,0,0.895,182200.0,51
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,6,0.9965095986038395,571,571,49.525426990003325,7.1673,7.9868999999999994,1.8872,11.500784837805183,10.476307154324838,26.033816090942974,1.3693213801692474,21.92709507416018,1.043973572725086,13.914066308271957,8.55855593330101,7.957666,328.889038,0,0.895,495900.0,55
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,4,0.9965095986038395,571,571,52.45164066000143,6.7335,7.8211,1.3403,11.764025181269325,11.004043962499521,19.569018018349208,1.0365173074343876,12.192615563292291,0.7737093718828812,9.633790891631545,9.298914254924126,26.93091,297.5011905,0,0.893,318700.0,40
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,5,0.9965095986038395,571,571,52.19067481197999,6.9553,7.7536,1.3857,11.824288465216659,11.107792042130887,18.852725251571975,1.016813892844974,10.315589294841752,0.7991341777150397,9.606846972454047,10.132724600682094,15.084415,431.8799745,0,0.893,6019000.0,54
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,12,0.9965095986038395,571,571,54.51964505499927,18.932199999999998,20.4569,1.1759,21.55958729906376,20.302634782168504,43.66273513547668,0.9806895729647288,8.392603153180524,0.7572479504326022,10.428124389018627,10.087521713249936,112.707428,708.89209,0,0.909,108500.0,20
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,11,0.9965095986038395,571,571,53.44974216000992,18.494,19.9903,1.7333999999999998,19.85563391296819,18.55735729708543,36.164368327722954,1.297740875080543,14.887916762808423,0.83103976042307,10.016451208072267,14.38595841994242,53.709606,232.21822350000002,0,0.894,30050.0,50
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,16.586984357010806,,,,,,,,,,,,1.329834,1.5156185,1,0.0,23810.0,3
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,11,0.9965095986038395,571,571,45.91578663900145,17.5672,19.1933,1.1159999999999999,19.41990456910905,17.952063227145956,36.691815439005225,0.948504083000488,5.519233888488154,0.6370596034067147,4.6802939645337585,13.185593271938194,2.76092,3.2867105,0,0.867,27990.0,12
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,2,0.9965095986038395,571,571,44.313053530000616,8.1473,8.7029,1.164,10.822484822384308,10.374147685559066,18.853856594295422,0.971227406223716,9.285440992966144,0.7032796636476544,10.402840270353698,7.085057657959044,4.52067,5.2313445000000005,0,0.897,49590.0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,1,0.9965095986038395,571,571,44.69459610400372,5.976299999999999,6.8444,0.9435000000000001,9.769740449910563,9.22794493549662,16.096075195440577,0.8026417193045624,3.699684519728091,0.4963952302034475,2.0459814127000766,7.015171680377391,5.928991,6.9408625,0,0.867,18890.0,0
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,6,0.9965095986038395,571,571,45.010142706974875,9.7913,10.6174,1.6362999999999999,12.100178361514882,11.666360174521305,18.870719335062063,1.3383325714804946,23.4267977333312,0.7090470060872004,10.818565703949446,8.004209599920967,8.949043,10.482293,0,0.898,65480.0,8
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,5,0.9965095986038395,571,571,45.18938677001279,9.2578,10.4376,1.4592,12.744481070297933,12.111602446594977,20.061077640701974,1.188071473740238,20.896032110087123,0.5146327107233145,2.618598369109215,8.380407865499137,36.248978,47.4708955,0,0.896,9373.0,0
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,4,0.9965095986038395,571,571,44.74774400299066,9.1861,10.0921,1.2641,13.197156064456392,12.76221073033175,19.118121480135144,1.0337735691367986,14.960307622193515,0.514931349418486,1.969110110517258,9.053214461072463,10.737924,15.053922499999999,0,0.897,5114.0,0
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,3,0.9965095986038395,571,571,48.10386190301506,8.8094,9.5197,1.0868,12.774590795982595,12.1985903248396,20.81079708889978,0.9187811781987696,9.444874179425316,0.5222396812278967,4.555183803997332,8.843908850205418,3.208767,3.9870514999999997,0,0.895,35570.0,35
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,49.13589751900872,13.992799999999999,15.2347,1.0092,16.621217532640564,16.04995428321054,27.214299825906956,0.8725664998669092,4.723163025681602,0.7167835260438263,8.592333985778081,10.039489070528912,7.914814,10.574983,0,0.906,63160.0,40
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,7,0.9965095986038395,571,571,51.77442524800426,10.0602,10.7846,1.1836,13.704330008798692,13.032090424891022,24.467702897953657,0.9701357235032484,11.509225686448453,0.6963539501602034,9.358395200128628,7.726486764291519,24.794834,37.4253655,0,0.893,38350.0,21
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,12,0.9965095986038395,571,571,50.56945528901997,17.6194,19.8328,1.1936,20.491527310357835,18.9279075337792,44.319287840759564,1.019479281427283,8.990265676172099,0.7846998682992257,9.573359268090826,10.527097593308394,14.712733,21.037421000000002,0,0.914,166600.0,36
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,9,0.9965095986038395,571,571,54.19595084901084,14.7334,16.7272,1.0297,17.930518066034264,16.43979366965144,38.4657354409123,0.8858898842768319,6.23597253363747,0.7604921036146702,10.450774951857571,9.451087947706815,109.295761,147.20189699999997,0,0.909,143700.0,27
3,fr1_desk_flashlight,fr1_desk,flashlight,573,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,10,0.9965095986038395,571,571,52.60125748900464,16.3408,18.041999999999998,1.1665,18.499313704041445,17.34655949493538,31.733084919726107,1.024641801319115,11.212419677823338,0.7220396151663823,10.110170665040455,12.913179791948798,49.888027,85.713875,0,0.894,17430.0,16
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,172.10094624001067,3.6332999999999998,7.0238,4.7249,37.451802063207026,30.54042058534957,76.86233797819469,0.5802844043237774,14.54659623016165,0.29293985176896337,3.2548604851783214,13.915742574858944,1.060439,1.2450505,0,0.899,18840.0,28
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,156.89579803898232,3.7052,6.328200000000001,4.1864,32.521418513184045,26.393721118823603,66.17694112107907,0.5110285533281314,12.062240520822685,0.28544458996075994,2.9822288522476543,12.65279593834852,2.443864,2.843626,0,0.9,10830.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,154.83865703997435,3.0303,5.0365,2.7988,25.989702489921672,20.386808865943035,54.09442344937352,0.3991662366994638,6.584881479252587,0.2745425722649001,2.040719205780215,9.77333290204761,3.528504,4.225357,0,0.906,15180.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,153.8015010820236,3.4186,5.7912,3.5471000000000004,29.679378026616014,23.694133308787006,61.012434015443986,0.45839464441887745,9.432959807174127,0.27974403420222566,2.5242745072380037,11.388798618823554,5.026674,5.8997455,0,0.906,11150.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,154.1325371710118,3.4966999999999997,5.5313,3.1569,27.554054765042952,21.939699790391952,56.645807936767554,0.4297447068537141,8.381992834454605,0.27751367394148496,2.295531498492187,10.423192684896195,7.379907,8.674551000000001,0,0.906,14380.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,153.5819899420021,4.214799999999999,6.0813,3.2971,27.349020419352975,21.7295195172753,54.77748806961797,0.41876673558609256,8.297729991421104,0.2772419946197159,2.239704293153327,10.139484516836058,29.384737,35.814930000000004,0,0.906,6760.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,152.8099095139769,4.249,6.7903,4.1206,32.68105236643914,26.18590799521422,66.98482363844927,0.4883485017691246,11.271312589795821,0.27986341236560214,2.838106952026176,12.16177413650486,7.886766,10.22907,0,0.906,5100.0,0
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,12,0.9993086761147598,2891,2221,170.2035368149809,5.6963,9.7613,6.329400000000001,45.83823689732161,37.03172513126508,101.19665433032323,0.6681989781815745,14.404610722849345,0.28959597159879524,2.6305667383660785,17.633492355313596,2.781645,3.1410590000000003,0,0.906,8573.0,25
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,13,0.9993086761147598,2891,2221,175.00046570200357,6.023,9.992700000000001,6.5039,47.251341866640644,38.2059225360578,104.19006070104221,0.6797170117221865,17.558426149908804,0.28973277131535086,3.283898881969233,17.720296636500038,6.456114,7.718797,0,0.9,9493.0,58
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,184.83584173599957,4.8043000000000005,8.830499999999999,6.5774,46.66854826010144,38.70289109175772,98.14767373233542,0.7145349009792323,21.358803770544682,0.2842442391487286,2.503272471045769,17.213062949629645,16.8759,24.3441115,0,0.906,6410.0,34
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,178.37499551300425,4.6297,7.7332,5.2417,38.971503459783065,31.691008381262375,85.08085225626792,0.5847456368888676,14.889937677428092,0.2802869386552876,2.1586341385287913,14.313281529131972,11.995017,15.115236500000002,0,0.9,9225.0,62
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,197.38043144898256,4.4395999999999995,7.4801,4.8697,36.25333820793328,29.162620001057864,78.3268861886189,0.5361253779588065,12.275096759900029,0.27997121745636155,2.461801677108169,13.732255545408862,87.520378,103.039677,0,0.906,10140.0,70
4,fr2_desk_clean,fr2_desk,clean,2893,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,11,0.9993086761147598,2891,2221,188.58522731502308,5.6486,9.873700000000001,6.5318000000000005,48.45035631615891,39.80120170300783,102.95359187307844,0.7060632957260544,18.3278846131659,0.29352868629516177,3.5686126280623904,19.04082218807497,18.046368,48.2884005,0,0.903,6024.0,28
