stage,label,replicate,candidate_key,channels_json,source_label,role,metadata_json,created_at
direct_greedy,g_pair_seed_sweep_d00_d07,0,"0,7","[0, 7]",g_pair_seed_sweep_d00_d07,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:02:46.437933+00:00
direct_greedy,g_pair_seed_sweep_d00_d08,0,"0,8","[0, 8]",g_pair_seed_sweep_d00_d08,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:03:09.174449+00:00
direct_greedy,g_pair_seed_sweep_d00_d09,0,"0,9","[0, 9]",g_pair_seed_sweep_d00_d09,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:04:16.778955+00:00
direct_greedy,g_pair_seed_sweep_d00_d10,0,"0,10","[0, 10]",g_pair_seed_sweep_d00_d10,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:05:18.885775+00:00
direct_greedy,g_pair_seed_sweep_d00_d11,0,"0,11","[0, 11]",g_pair_seed_sweep_d00_d11,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:06:17.153266+00:00
direct_greedy,g_pair_seed_sweep_d00_d12,0,"0,12","[0, 12]",g_pair_seed_sweep_d00_d12,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:07:08.507326+00:00
direct_greedy,g_pair_seed_sweep_d00_d13,0,"0,13","[0, 13]",g_pair_seed_sweep_d00_d13,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:07:29.943933+00:00
direct_greedy,g_pair_seed_sweep_d00_d14,0,"0,14","[0, 14]",g_pair_seed_sweep_d00_d14,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:07:49.679656+00:00
direct_greedy,g_pair_seed_sweep_d00_d15,0,"0,15","[0, 15]",g_pair_seed_sweep_d00_d15,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:08:51.047957+00:00
direct_greedy,g_pair_seed_sweep_d00_d16,0,"0,16","[0, 16]",g_pair_seed_sweep_d00_d16,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:09:12.440108+00:00
direct_greedy,g_pair_seed_sweep_d00_d17,0,"0,17","[0, 17]",g_pair_seed_sweep_d00_d17,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:09:31.302166+00:00
direct_greedy,g_pair_seed_sweep_d00_d18,0,"0,18","[0, 18]",g_pair_seed_sweep_d00_d18,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:09:50.618846+00:00
direct_greedy,g_pair_seed_sweep_d00_d19,0,"0,19","[0, 19]",g_pair_seed_sweep_d00_d19,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:10:43.991485+00:00
direct_greedy,g_pair_seed_sweep_d00_d20,0,"0,20","[0, 20]",g_pair_seed_sweep_d00_d20,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:11:14.763155+00:00
direct_greedy,g_pair_seed_sweep_d00_d21,0,"0,21","[0, 21]",g_pair_seed_sweep_d00_d21,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:12:06.705587+00:00
direct_greedy,g_pair_seed_sweep_d00_d22,0,"0,22","[0, 22]",g_pair_seed_sweep_d00_d22,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:12:26.504574+00:00
direct_greedy,g_pair_seed_sweep_d00_d23,0,"0,23","[0, 23]",g_pair_seed_sweep_d00_d23,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:12:59.661425+00:00
direct_greedy,g_pair_seed_sweep_d00_d24,0,"0,24","[0, 24]",g_pair_seed_sweep_d00_d24,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:13:51.490032+00:00
direct_greedy,g_pair_seed_sweep_d00_d25,0,"0,25","[0, 25]",g_pair_seed_sweep_d00_d25,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:14:20.053928+00:00
direct_greedy,g_pair_seed_sweep_d00_d26,0,"0,26","[0, 26]",g_pair_seed_sweep_d00_d26,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:14:38.830664+00:00
direct_greedy,g_pair_seed_sweep_d00_d27,0,"0,27","[0, 27]",g_pair_seed_sweep_d00_d27,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:14:57.381419+00:00
direct_greedy,g_pair_seed_sweep_d00_d28,0,"0,28","[0, 28]",g_pair_seed_sweep_d00_d28,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:16:01.906751+00:00
direct_greedy,g_pair_seed_sweep_d00_d29,0,"0,29","[0, 29]",g_pair_seed_sweep_d00_d29,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:16:23.427134+00:00
direct_greedy,g_pair_seed_sweep_d00_d30,0,"0,30","[0, 30]",g_pair_seed_sweep_d00_d30,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:16:42.465634+00:00
direct_greedy,g_pair_seed_sweep_d00_d31,0,"0,31","[0, 31]",g_pair_seed_sweep_d00_d31,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:17:46.297920+00:00
direct_greedy,g_pair_seed_sweep_d01_d02,0,"1,2","[1, 2]",g_pair_seed_sweep_d01_d02,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:18:51.738938+00:00
direct_greedy,g_pair_seed_sweep_d01_d03,0,"1,3","[1, 3]",g_pair_seed_sweep_d01_d03,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:19:38.402222+00:00
direct_greedy,g_pair_seed_sweep_d01_d04,0,"1,4","[1, 4]",g_pair_seed_sweep_d01_d04,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:20:29.043385+00:00
direct_greedy,g_pair_seed_sweep_d01_d05,0,"1,5","[1, 5]",g_pair_seed_sweep_d01_d05,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:21:17.689422+00:00
direct_greedy,g_pair_seed_sweep_d01_d06,0,"1,6","[1, 6]",g_pair_seed_sweep_d01_d06,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:21:47.278822+00:00
direct_greedy,g_pair_seed_sweep_d01_d07,0,"1,7","[1, 7]",g_pair_seed_sweep_d01_d07,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:22:41.862046+00:00
direct_greedy,g_pair_seed_sweep_d01_d08,0,"1,8","[1, 8]",g_pair_seed_sweep_d01_d08,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:23:12.917135+00:00
direct_greedy,g_pair_seed_sweep_d01_d09,0,"1,9","[1, 9]",g_pair_seed_sweep_d01_d09,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:24:20.223025+00:00
direct_greedy,g_pair_seed_sweep_d01_d10,0,"1,10","[1, 10]",g_pair_seed_sweep_d01_d10,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:25:23.523928+00:00
direct_greedy,g_pair_seed_sweep_d01_d11,0,"1,11","[1, 11]",g_pair_seed_sweep_d01_d11,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:26:21.916476+00:00
direct_greedy,g_pair_seed_sweep_d01_d12,0,"1,12","[1, 12]",g_pair_seed_sweep_d01_d12,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:27:12.773593+00:00
direct_greedy,g_pair_seed_sweep_d01_d13,0,"1,13","[1, 13]",g_pair_seed_sweep_d01_d13,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:27:40.173798+00:00
direct_greedy,g_pair_seed_sweep_d01_d14,0,"1,14","[1, 14]",g_pair_seed_sweep_d01_d14,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:27:57.338361+00:00
direct_greedy,g_pair_seed_sweep_d01_d15,0,"1,15","[1, 15]",g_pair_seed_sweep_d01_d15,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:28:28.670825+00:00
direct_greedy,g_pair_seed_sweep_d01_d16,0,"1,16","[1, 16]",g_pair_seed_sweep_d01_d16,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:29:00.399279+00:00
direct_greedy,g_pair_seed_sweep_d01_d17,0,"1,17","[1, 17]",g_pair_seed_sweep_d01_d17,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:29:32.726313+00:00
direct_greedy,g_pair_seed_sweep_d01_d18,0,"1,18","[1, 18]",g_pair_seed_sweep_d01_d18,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:29:51.597222+00:00
direct_greedy,g_pair_seed_sweep_d01_d19,0,"1,19","[1, 19]",g_pair_seed_sweep_d01_d19,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:30:36.536576+00:00
direct_greedy,g_pair_seed_sweep_d01_d20,0,"1,20","[1, 20]",g_pair_seed_sweep_d01_d20,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:31:06.777174+00:00
direct_greedy,g_pair_seed_sweep_d01_d21,0,"1,21","[1, 21]",g_pair_seed_sweep_d01_d21,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:31:56.238534+00:00
direct_greedy,g_pair_seed_sweep_d01_d22,0,"1,22","[1, 22]",g_pair_seed_sweep_d01_d22,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:32:17.058784+00:00
direct_greedy,g_pair_seed_sweep_d01_d23,0,"1,23","[1, 23]",g_pair_seed_sweep_d01_d23,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:32:51.125943+00:00
direct_greedy,g_pair_seed_sweep_d01_d24,0,"1,24","[1, 24]",g_pair_seed_sweep_d01_d24,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:33:42.255448+00:00
direct_greedy,g_pair_seed_sweep_d01_d25,0,"1,25","[1, 25]",g_pair_seed_sweep_d01_d25,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:34:10.329644+00:00
direct_greedy,g_pair_seed_sweep_d01_d26,0,"1,26","[1, 26]",g_pair_seed_sweep_d01_d26,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:34:40.780264+00:00
direct_greedy,g_pair_seed_sweep_d01_d27,0,"1,27","[1, 27]",g_pair_seed_sweep_d01_d27,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:35:39.643758+00:00
direct_greedy,g_pair_seed_sweep_d01_d28,0,"1,28","[1, 28]",g_pair_seed_sweep_d01_d28,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:36:12.540122+00:00
direct_greedy,g_pair_seed_sweep_d01_d29,0,"1,29","[1, 29]",g_pair_seed_sweep_d01_d29,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:36:32.741565+00:00
direct_greedy,g_pair_seed_sweep_d01_d30,0,"1,30","[1, 30]",g_pair_seed_sweep_d01_d30,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:36:50.727015+00:00
direct_greedy,g_pair_seed_sweep_d01_d31,0,"1,31","[1, 31]",g_pair_seed_sweep_d01_d31,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:37:54.790327+00:00
direct_greedy,g_pair_seed_sweep_d02_d03,0,"2,3","[2, 3]",g_pair_seed_sweep_d02_d03,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:38:42.960217+00:00
direct_greedy,g_pair_seed_sweep_d02_d04,0,"2,4","[2, 4]",g_pair_seed_sweep_d02_d04,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:39:34.933101+00:00
direct_greedy,g_pair_seed_sweep_d02_d05,0,"2,5","[2, 5]",g_pair_seed_sweep_d02_d05,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:40:23.113881+00:00
direct_greedy,g_pair_seed_sweep_d02_d06,0,"2,6","[2, 6]",g_pair_seed_sweep_d02_d06,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:40:34.348175+00:00
direct_greedy,g_pair_seed_sweep_d02_d07,0,"2,7","[2, 7]",g_pair_seed_sweep_d02_d07,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:41:32.239291+00:00
direct_greedy,g_pair_seed_sweep_d02_d08,0,"2,8","[2, 8]",g_pair_seed_sweep_d02_d08,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:41:55.396654+00:00
direct_greedy,g_pair_seed_sweep_d02_d09,0,"2,9","[2, 9]",g_pair_seed_sweep_d02_d09,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:42:16.989415+00:00
direct_greedy,g_pair_seed_sweep_d02_d10,0,"2,10","[2, 10]",g_pair_seed_sweep_d02_d10,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:42:38.583887+00:00
direct_greedy,g_pair_seed_sweep_d02_d11,0,"2,11","[2, 11]",g_pair_seed_sweep_d02_d11,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:43:37.814615+00:00
direct_greedy,g_pair_seed_sweep_d02_d12,0,"2,12","[2, 12]",g_pair_seed_sweep_d02_d12,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:44:28.249845+00:00
direct_greedy,g_pair_seed_sweep_d02_d13,0,"2,13","[2, 13]",g_pair_seed_sweep_d02_d13,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:44:50.249546+00:00
direct_greedy,g_pair_seed_sweep_d02_d14,0,"2,14","[2, 14]",g_pair_seed_sweep_d02_d14,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:45:23.175292+00:00
direct_greedy,g_pair_seed_sweep_d02_d15,0,"2,15","[2, 15]",g_pair_seed_sweep_d02_d15,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:46:22.385127+00:00
direct_greedy,g_pair_seed_sweep_d02_d16,0,"2,16","[2, 16]",g_pair_seed_sweep_d02_d16,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:46:45.099627+00:00
direct_greedy,g_pair_seed_sweep_d02_d17,0,"2,17","[2, 17]",g_pair_seed_sweep_d02_d17,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:47:49.637792+00:00
direct_greedy,g_pair_seed_sweep_d02_d18,0,"2,18","[2, 18]",g_pair_seed_sweep_d02_d18,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:48:24.788829+00:00
direct_greedy,g_pair_seed_sweep_d02_d19,0,"2,19","[2, 19]",g_pair_seed_sweep_d02_d19,fallback exhaustive two-channel full-sequence seed sweep,"{""cardinality"": 2, ""fallback_reason"": ""all_singletons_failed"", ""phase"": ""pair_seed_fallback"", ""reused_existing_evaluation"": false}",2026-08-14T16:49:18.879486+00:00
