dataset_order,dataset_key,dataset_family,dataset_condition,expected_matched_frames,label,candidate_key,mode,variant,configuration,role,parent_labels,source_fr1_lightswitch_ate_mean_cm,status,reason,dataset_rank,coverage_ratio,trajectory_poses,associated_poses,elapsed_seconds,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,photo_mse_nonfinite_count,crazy_affine_count
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,20.28184076398611,,,,,,,,1,52
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,9,0.9965095986038395,571,571,51.75826314999722,7.6408000000000005,8.341700000000001,1.3711,12.670755025658794,11.962821774829239,8.023855167264173,9.3511864565293,0,47
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,7,0.9965095986038395,571,571,51.955620914988685,6.9553,7.7536,1.3857,11.824288465216659,11.107792042130887,10.315589294841752,9.606846972454047,0,54
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,2,0.9965095986038395,571,571,45.276109366997844,5.9208,6.4001,1.0943,10.134148428395612,9.695135802809892,3.782081096333694,6.255272716841811,0,10
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,3,0.9965095986038395,571,571,45.509337178984424,6.0004,6.5652,1.4869999999999999,9.326600329356742,8.797280937982409,10.688265635997746,8.313029796965509,0,13
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,45.60176079699886,7.095899999999999,7.864699999999999,1.3664,10.971022211768016,10.422633951724949,10.227325790420778,10.274739263194908,0,19
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,6,0.9965095986038395,571,571,50.369232789002126,6.532399999999999,7.069699999999999,1.2727,10.436208301367932,9.889002021775518,7.1586089202759275,9.743403840566634,0,19
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,1,0.9965095986038395,571,571,50.481802985974355,5.8765,6.4309,1.3098999999999998,10.083529141956475,9.541625389088997,7.467637328642682,9.682362279465002,0,19
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,4,0.9965095986038395,571,571,50.38944753599935,6.1874,6.8056,1.2523,10.161167674515909,9.666545137386949,8.462040524354268,9.343093286447811,0,19
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,5,0.9965095986038395,571,571,48.66020121797919,6.3454,6.847300000000001,1.4005999999999998,9.730687842727807,9.050371469537515,10.589596264905019,9.9244548345871,0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,7,0.9965095986038395,571,571,44.37511940501281,9.3834,10.0908,1.0208,13.657726688509358,13.013498485907443,3.6073420767548403,1.9609986574218887,0,1
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,6,0.9965095986038395,571,571,50.0645828669949,9.2241,9.9437,1.0509,12.867470454269625,12.26454609894591,7.1785720444792505,9.530696575577783,0,30
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,10,0.9965095986038395,571,571,50.86651842700667,17.6194,19.8328,1.1936,20.491527310357835,18.9279075337792,8.990265676172099,9.573359268090826,0,36
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,45.07655133999651,9.7913,10.6174,1.6362999999999999,12.100178361514882,11.666360174521305,23.4267977333312,10.818565703949446,0,8
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,4,0.9965095986038395,571,571,44.3384346649982,8.1473,8.7029,1.164,10.822484822384308,10.374147685559066,9.285440992966144,10.402840270353698,0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,9,0.9965095986038395,571,571,44.897548498993274,10.5885,11.8824,1.4114,12.715319402832387,11.841831749441774,20.70147302310495,6.441864005737687,0,6
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,2,0.9965095986038395,571,571,48.71228576800786,8.0548,8.6856,1.0706,11.012871378635044,10.414799984669234,8.402485982682576,9.329896921955628,0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,1,0.9965095986038395,571,571,48.890270326985046,7.9201999999999995,8.619200000000001,1.0331,10.85022623543317,10.232272434485326,7.01861898472862,9.705646346065294,0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,3,0.9965095986038395,571,571,48.84361588800675,8.0831,8.827,1.0348,11.0638292134435,10.432068786933591,6.8576189688825435,9.686166594312166,0,16
3,fr1_desk_flashlight,fr1_desk,flashlight,573,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,5,0.9965095986038395,571,571,47.01544289497542,8.3586,9.0267,1.1518000000000002,11.059843074168626,10.62188708363163,9.990068406793938,9.701124363178288,0,16
4,fr2_desk_clean,fr2_desk,clean,2893,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,157.99972075800179,4.5511,6.397500000000001,3.4282,27.516441199109572,21.809546286466468,7.386521106832757,2.6273207501582614,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,176.97683274000883,4.984,8.3669,5.7719,41.386665024452,33.85692553541998,17.029271849534418,2.580933665352814,0,54
4,fr2_desk_clean,fr2_desk,clean,2893,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,180.424194850988,4.6297,7.7332,5.2417,38.971503459783065,31.691008381262375,14.889937677428092,2.1586341385287913,0,62
4,fr2_desk_clean,fr2_desk,clean,2893,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,155.30487290699966,3.4966999999999997,5.5313,3.1569,27.554054765042952,21.939699790391952,8.381992834454605,2.295531498492187,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,155.18658990898984,3.0303,5.0365,2.7988,25.989702489921672,20.386808865943035,6.584881479252587,2.040719205780215,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,155.1051996279857,3.3883000000000005,5.2442,2.8914,25.74401874565383,20.31018329581157,7.3643017364435766,2.149066651454169,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,172.37712254800135,3.3661999999999996,5.5636,3.3757,28.787020626309378,23.059888613714186,9.152015917169148,2.1942953724392638,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,172.08587606600486,3.0273000000000003,5.2406,3.1954999999999996,28.180401039465465,22.584889348079123,8.786252792046266,2.053467863082187,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,172.73578962599277,3.3151,5.2545,2.9701999999999997,26.917989833354035,21.352301496285016,7.790969018840439,2.1070059943746404,0,0
4,fr2_desk_clean,fr2_desk,clean,2893,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,163.1349030089914,3.0422000000000002,5.0556,2.8583999999999996,26.1204336708568,20.55152455939045,6.834512866474688,2.008716375963677,0,0
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,164.63484657701338,8.4609,13.244800000000001,9.3482,69.82177098414944,57.095577608845595,91.08169802883748,19.735492925973844,0,265
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,185.43538498101407,5.683400000000001,9.6652,6.8661,47.17453685856394,39.23271835128583,20.18652944120298,3.2727436264176633,0,186
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,188.53910858099698,5.3374,9.9465,7.4948,54.43086528857408,48.053635621650045,29.26348704254149,2.5109481582837856,0,195
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,161.37154939500033,7.0608,9.8019,4.909800000000001,42.11541511598729,34.04303246103122,22.298027691478538,10.235225967391742,0,131
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,161.75288083200576,6.8461,9.2539,3.9771,37.16763057086268,30.301790061603572,23.192579743953964,8.234451550339314,0,109
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,160.61427948699566,11.8873,13.7026,3.8817999999999997,33.63123752616083,28.07339722714282,30.280252633728548,6.484612818168209,0,130
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,182.70126658299705,4.3113,6.9559999999999995,4.1231,34.08521932024122,27.585215899396243,11.604088383301042,2.959755547629469,0,126
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,183.0833013849915,3.8587999999999996,6.9182,4.5759,39.4007263087688,34.491982860107,19.387210464884124,2.3895402659537233,0,84
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,182.408017217007,3.9342,6.5161,3.9249,32.44522643273757,26.211697209189825,10.892402361544194,2.696144882827986,0,123
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,172.58646388800116,4.3206,6.923500000000001,3.8844999999999996,32.993390451880195,26.50448382338212,8.643995743788743,2.869464109589961,0,86
