dataset_order,dataset_key,dataset_family,dataset_condition,c2f_label,c2f_variant,c2f_configuration,c2f_status,c2f_ate_mean_cm,fine_parent_label,fine_parent_status,fine_parent_ate_mean_cm,coarse_parent_label,coarse_parent_status,coarse_parent_ate_mean_cm,best_direct_parent_label,best_direct_parent_ate_mean_cm,comparison_status,delta_vs_fine_cm,percent_delta_vs_fine,beats_fine_parent,delta_vs_better_direct_parent_cm,percent_delta_vs_better_direct_parent,beats_better_direct_parent
3,fr1_desk_flashlight,fr1_desk,flashlight,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,8.3586,unet_enc0_direct_f2_d03_d07_d12,PASS,8.1473,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,17.6194,unet_enc0_direct_f2_d03_d07_d12,8.1473,COMPARABLE,0.2112999999999996,2.5934972322118934,False,0.2112999999999996,2.5934972322118934,False
4,fr2_desk_clean,fr2_desk,clean,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.3661999999999996,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,3.4966999999999997,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,4.984,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,3.4966999999999997,COMPARABLE,-0.13050000000000006,-3.7320902565275853,True,-0.13050000000000006,-3.7320902565275853,True
4,fr2_desk_clean,fr2_desk,clean,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.0273000000000003,unet_enc0_direct_f2_d03_d07_d12,PASS,3.0303,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,4.984,unet_enc0_direct_f2_d03_d07_d12,3.0303,COMPARABLE,-0.0029999999999996696,-0.09900009900008809,True,-0.0029999999999996696,-0.09900009900008809,True
4,fr2_desk_clean,fr2_desk,clean,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.3151,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,3.3883000000000005,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,4.984,unet_enc0_direct_f5_d02_d03_d07_d12_d13,3.3883000000000005,COMPARABLE,-0.07320000000000038,-2.160375409497399,True,-0.07320000000000038,-2.160375409497399,True
4,fr2_desk_clean,fr2_desk,clean,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,3.0422000000000002,unet_enc0_direct_f2_d03_d07_d12,PASS,3.0303,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,4.6297,unet_enc0_direct_f2_d03_d07_d12,3.0303,COMPARABLE,0.011900000000000244,0.39270039270040075,False,0.011900000000000244,0.39270039270040075,False
5,fr2_desk_lightswitch,fr2_desk,lightswitch,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,4.3113,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,7.0608,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.683400000000001,unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.683400000000001,COMPARABLE,-2.7495000000000003,-38.940346702923186,True,-1.3721000000000005,-24.142238800717887,True
5,fr2_desk_lightswitch,fr2_desk,lightswitch,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.8587999999999996,unet_enc0_direct_f2_d03_d07_d12,PASS,6.8461,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.683400000000001,unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.683400000000001,COMPARABLE,-2.9873000000000003,-43.6350622982428,True,-1.824600000000001,-32.104022240208344,True
5,fr2_desk_lightswitch,fr2_desk,lightswitch,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.9342,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,11.8873,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.683400000000001,unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.683400000000001,COMPARABLE,-7.953099999999999,-66.90417504395447,True,-1.7492000000000005,-30.77735158531865,True
5,fr2_desk_lightswitch,fr2_desk,lightswitch,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,4.3206,unet_enc0_direct_f2_d03_d07_d12,PASS,6.8461,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,5.3374,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,5.3374,COMPARABLE,-2.5255,-36.88961598574371,True,-1.0168,-19.050474013564656,True
6,fr2_desk_flashlight,fr2_desk,flashlight,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.4537,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,3.5597999999999996,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.0815,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,3.5597999999999996,COMPARABLE,-0.10609999999999964,-2.980504522725986,True,-0.10609999999999964,-2.980504522725986,True
6,fr2_desk_flashlight,fr2_desk,flashlight,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.0919,unet_enc0_direct_f2_d03_d07_d12,PASS,3.0736,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.0815,unet_enc0_direct_f2_d03_d07_d12,3.0736,COMPARABLE,0.018299999999999983,0.5953930244664232,False,0.018299999999999983,0.5953930244664232,False
6,fr2_desk_flashlight,fr2_desk,flashlight,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,3.3230000000000004,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,3.4693,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,5.0815,unet_enc0_direct_f5_d02_d03_d07_d12_d13,3.4693,COMPARABLE,-0.14629999999999965,-4.216989017957503,True,-0.14629999999999965,-4.216989017957503,True
6,fr2_desk_flashlight,fr2_desk,flashlight,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,3.0738000000000003,unet_enc0_direct_f2_d03_d07_d12,PASS,3.0736,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,4.9033,unet_enc0_direct_f2_d03_d07_d12,3.0736,COMPARABLE,0.00020000000000042206,0.006507027589810713,False,0.00020000000000042206,0.006507027589810713,False
7,fr3_long_office_household_clean,fr3_long_office_household,clean,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.0249,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,10.2805,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.2091,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,10.2805,COMPARABLE,-0.2555999999999994,-2.4862603958951355,True,-0.2555999999999994,-2.4862603958951355,True
7,fr3_long_office_household_clean,fr3_long_office_household,clean,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.1614,unet_enc0_direct_f2_d03_d07_d12,PASS,10.4039,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.2091,unet_enc0_direct_f2_d03_d07_d12,10.4039,COMPARABLE,-0.24249999999999972,-2.330856697969028,True,-0.24249999999999972,-2.330856697969028,True
7,fr3_long_office_household_clean,fr3_long_office_household,clean,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,9.6901,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,10.0238,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.2091,unet_enc0_direct_f5_d02_d03_d07_d12_d13,10.0238,COMPARABLE,-0.33370000000000033,-3.3290767972226134,True,-0.33370000000000033,-3.3290767972226134,True
7,fr3_long_office_household_clean,fr3_long_office_household,clean,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,10.1477,unet_enc0_direct_f2_d03_d07_d12,PASS,10.4039,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,12.7167,unet_enc0_direct_f2_d03_d07_d12,10.4039,COMPARABLE,-0.25619999999999976,-2.4625380866790314,True,-0.25619999999999976,-2.4625380866790314,True
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,9.1046,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,12.951699999999999,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,11.2919,unet_enc1_direct_c4_d00_d05_d06_d18_d30,11.2919,COMPARABLE,-3.8470999999999993,-29.70343661449848,True,-2.1873000000000005,-19.370522232750915,True
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,9.6332,unet_enc0_direct_f2_d03_d07_d12,PASS,13.842699999999999,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,11.2919,unet_enc1_direct_c4_d00_d05_d06_d18_d30,11.2919,COMPARABLE,-4.2094999999999985,-30.409529932744324,True,-1.6586999999999996,-14.689290553405534,True
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.2286,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,12.651000000000002,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,11.2919,unet_enc1_direct_c4_d00_d05_d06_d18_d30,11.2919,COMPARABLE,-2.4224000000000014,-19.14789344715834,True,-1.0633,-9.416484382610543,True
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,11.9981,unet_enc0_direct_f2_d03_d07_d12,PASS,13.842699999999999,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,11.3039,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,11.3039,COMPARABLE,-1.844599999999998,-13.325435066858331,True,0.6942000000000004,6.141243287714863,False
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,unet_c2f_a_f1_c4_negative_high_parent,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.0469,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,PASS,10.0373,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.594899999999999,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,10.0373,COMPARABLE,0.009600000000000719,0.09564325067498948,False,0.009600000000000719,0.09564325067498948,False
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,unet_c2f_a_f2_c4_global_best,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.337,unet_enc0_direct_f2_d03_d07_d12,PASS,10.469299999999999,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.594899999999999,unet_enc0_direct_f2_d03_d07_d12,10.469299999999999,COMPARABLE,-0.13229999999999897,-1.2636948028998978,True,-0.13229999999999897,-1.2636948028998978,True
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,unet_c2f_a_f5_c4_positive_synergy,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,10.0308,unet_enc0_direct_f5_d02_d03_d07_d12_d13,PASS,9.7461,unet_enc1_direct_c4_d00_d05_d06_d18_d30,PASS,13.594899999999999,unet_enc0_direct_f5_d02_d03_d07_d12_d13,9.7461,COMPARABLE,0.28469999999999906,2.921168467386945,False,0.28469999999999906,2.921168467386945,False
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,unet_c2f_b_f2_c2_variant_contrast,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,10.078,unet_enc0_direct_f2_d03_d07_d12,PASS,10.469299999999999,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,PASS,12.976299999999998,unet_enc0_direct_f2_d03_d07_d12,10.469299999999999,COMPARABLE,-0.3912999999999993,-3.7375946815928414,True,-0.3912999999999993,-3.7375946815928414,True
