stage,label,replicate,candidate_key,channels_json,source_label,role,metadata_json,created_at
direct_greedy,g_pair_seed_sweep_d02_d12,0,"2,12","[2, 12]",g_pair_seed_sweep_d02_d12,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:13:39.434043+00:00
direct_greedy,g_pair_seed_sweep_d02_d13,0,"2,13","[2, 13]",g_pair_seed_sweep_d02_d13,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:14:25.841766+00:00
direct_greedy,g_pair_seed_sweep_d02_d14,0,"2,14","[2, 14]",g_pair_seed_sweep_d02_d14,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:12.188048+00:00
direct_greedy,g_pair_seed_sweep_d02_d15,0,"2,15","[2, 15]",g_pair_seed_sweep_d02_d15,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.788780+00:00
direct_greedy,g_pair_seed_sweep_d03_d04,0,"3,4","[3, 4]",g_s01_k02_from_d03_add_d04,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.804249+00:00
direct_greedy,g_pair_seed_sweep_d03_d05,0,"3,5","[3, 5]",g_s01_k02_from_d03_add_d05,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.811145+00:00
direct_greedy,g_pair_seed_sweep_d03_d06,0,"3,6","[3, 6]",g_s01_k02_from_d03_add_d06,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.818132+00:00
direct_greedy,g_pair_seed_sweep_d03_d07,0,"3,7","[3, 7]",g_s01_k02_from_d03_add_d07,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.825304+00:00
direct_greedy,g_pair_seed_sweep_d03_d08,0,"3,8","[3, 8]",g_s01_k02_from_d03_add_d08,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.832597+00:00
direct_greedy,g_pair_seed_sweep_d03_d09,0,"3,9","[3, 9]",g_s01_k02_from_d03_add_d09,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.839629+00:00
direct_greedy,g_pair_seed_sweep_d03_d10,0,"3,10","[3, 10]",g_s01_k02_from_d03_add_d10,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.846724+00:00
direct_greedy,g_pair_seed_sweep_d03_d11,0,"3,11","[3, 11]",g_s01_k02_from_d03_add_d11,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.853570+00:00
direct_greedy,g_pair_seed_sweep_d03_d12,0,"3,12","[3, 12]",g_s01_k02_from_d03_add_d12,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.860483+00:00
direct_greedy,g_pair_seed_sweep_d03_d13,0,"3,13","[3, 13]",g_s01_k02_from_d03_add_d13,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:15:58.867699+00:00
direct_greedy,g_pair_seed_sweep_d03_d14,0,"3,14","[3, 14]",g_pair_seed_sweep_d03_d14,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:16:45.302216+00:00
direct_greedy,g_pair_seed_sweep_d03_d15,0,"3,15","[3, 15]",g_pair_seed_sweep_d03_d15,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:17:31.783202+00:00
direct_greedy,g_pair_seed_sweep_d04_d05,0,"4,5","[4, 5]",g_pair_seed_sweep_d04_d05,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:18:19.004622+00:00
direct_greedy,g_pair_seed_sweep_d04_d06,0,"4,6","[4, 6]",g_pair_seed_sweep_d04_d06,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:19:06.098234+00:00
direct_greedy,g_pair_seed_sweep_d04_d07,0,"4,7","[4, 7]",g_pair_seed_sweep_d04_d07,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:19:32.155570+00:00
direct_greedy,g_pair_seed_sweep_d04_d08,0,"4,8","[4, 8]",g_pair_seed_sweep_d04_d08,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:20:19.209281+00:00
direct_greedy,g_pair_seed_sweep_d04_d09,0,"4,9","[4, 9]",g_pair_seed_sweep_d04_d09,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:20:59.943609+00:00
direct_greedy,g_pair_seed_sweep_d04_d10,0,"4,10","[4, 10]",g_pair_seed_sweep_d04_d10,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:21:44.674488+00:00
direct_greedy,g_pair_seed_sweep_d04_d11,0,"4,11","[4, 11]",g_pair_seed_sweep_d04_d11,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:22:31.712240+00:00
direct_greedy,g_pair_seed_sweep_d04_d12,0,"4,12","[4, 12]",g_pair_seed_sweep_d04_d12,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:23:17.842293+00:00
direct_greedy,g_pair_seed_sweep_d04_d13,0,"4,13","[4, 13]",g_pair_seed_sweep_d04_d13,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:23:35.624361+00:00
direct_greedy,g_pair_seed_sweep_d04_d14,0,"4,14","[4, 14]",g_pair_seed_sweep_d04_d14,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:24:22.062574+00:00
direct_greedy,g_pair_seed_sweep_d04_d15,0,"4,15","[4, 15]",g_pair_seed_sweep_d04_d15,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:25:09.912117+00:00
direct_greedy,g_pair_seed_sweep_d05_d06,0,"5,6","[5, 6]",g_pair_seed_sweep_d05_d06,exhaustive two-channel full-sequence seed sweep (only_1_singleton_passes_for_4_planned_starts),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": false, ""sweep_reason"": ""only_1_singleton_passes_for_4_planned_starts""}",2026-08-15T15:25:32.692388+00:00
